----,
DateTime:                , 2025/06/13,  14:18:37, 1749817117526,
RFID_EPC:                , --Not Acquired--,
RFID_UserData:           , --Not Acquired--,
Barcode:                 , t Acquired--,
Position:,    0.0000,      0.0000,    NoData,
Spectrometer:,            STS,  SerialNo:, S05415,
Spectral range:,          600,    800,
Boxcar:,                    0,
Sampling time (s):,         0.500,
Samples per Acq:,           1, 
Total Acq. time (s):,       0.510,
Board Temp):,              58.9,
Detector Temp):,           36.6,
----------------------------,
Pixel ,Wavelen   ,Signal    ,
======,==========,==========,
 866,   744.86,     274.44,
 867,   745.35,     270.32,
 868,   745.83,     245.79,
 869,   746.32,     272.39,
 870,   746.81,     235.55,
 871,   747.29,     280.56,
 872,   747.78,     251.91,
 873,   748.27,     278.51,
 874,   748.76,     200.75,
 875,   749.24,     233.50,
 876,   749.73,     243.73,
 877,   750.22,     268.28,
 878,   750.71,     256.02,
 879,   751.20,     262.14,
 880,   751.68,     237.59,
 881,   752.17,     266.24,
 882,   752.66,     256.02,
 883,   753.15,     262.14,
 884,   753.63,     258.06,
 885,   754.12,     280.55,
 886,   754.61,     256.00,
 887,   755.10,     274.44,
 888,   755.58,     243.74,
 889,   756.07,     213.03,
 890,   756.56,     227.36,
 891,   757.05,     235.55,
 892,   757.54,     237.59,
 893,   758.02,     127.04,
 894,   758.51,     208.94,
 895,   759.00,     188.47,
 896,   759.49,     227.35,
 897,   759.98,     233.51,
 898,   760.46,     188.48,
 899,   760.95,     221.21,
 900,   761.44,     223.26,
 901,   761.93,     194.60,
 902,   762.42,     200.75,
 903,   762.91,     182.33,
 904,   763.39,     239.64,
 905,   763.88,     217.12,
 906,   764.37,      92.21,
 907,   764.86,     241.69,
 908,   765.35,     251.92,
 909,   765.84,     251.91,
 910,   766.32,     208.93,
 911,   766.81,     235.54,
 912,   767.30,     249.86,
 913,   767.79,     249.86,
 914,   768.28,     200.75,
 915,   768.77,     278.51,
 916,   769.25,     258.05,
 917,   769.74,     280.56,
 918,   770.23,     251.93,
 919,   770.72,     276.48,
 920,   771.21,     247.82,
 921,   771.70,     260.10,
 922,   772.19,     317.39,
 923,   772.67,     311.27,
 924,   773.16,     286.71,
 925,   773.65,     260.10,
 926,   774.14,     301.00,
 927,   774.63,     270.33,
 928,   775.12,     256.01,
 929,   775.61,     233.50,
 930,   776.10,     284.65,
 931,   776.59,     284.67,
 932,   777.07,     301.04,
 933,   777.56,     290.79,
 934,   778.05,     294.88,
 935,   778.54,     301.02,
 936,   779.03,     276.49,
 937,   779.52,     317.36,
 938,   780.01,     333.74,
 939,   780.50,     229.41,
 940,   780.99,     282.60,
 941,   781.47,     343.98,
 942,   781.96,     331.71,
 943,   782.45,     323.51,
 944,   782.94,     321.48,
 945,   783.43,     321.47,
 946,   783.92,     321.47,
 947,   784.41,     325.57,
 948,   784.90,     327.60,
 949,   785.39,     323.51,
 950,   785.88,     350.10,
 951,   786.37,     315.34,
 952,   786.86,     301.01,
 953,   787.35,     360.33,
 954,   787.83,     305.11,
 955,   788.32,     325.55,
 956,   788.81,     307.14,
 957,   789.30,     343.95,
 958,   789.79,     321.47,
 959,   790.28,     327.60,
 960,   790.77,     345.99,
 961,   791.26,     335.81,
 962,   791.75,     350.07,
 963,   792.24,     315.33,
 964,   792.73,     329.65,
 965,   793.22,     319.41,
 966,   793.71,     378.72,
 967,   794.20,     384.85,
 968,   794.69,     356.25,
 969,   795.18,     339.88,
 970,   795.67,     339.88,
 971,   796.16,     325.55,
 972,   796.65,     384.84,
 973,   797.14,     399.16,
 974,   797.63,     409.42,
 975,   798.12,     403.24,
 976,   798.61,     413.49,
 977,   799.10,     395.06,
 978,   799.59,     376.68,
